003,21-Apr-2013,02:25:03.12
001,12-May-2013,01:30:03.22
002,12-May-2013,01:42:03.34
010,12-May-2013,01:51:03.23
009,12-May-2013,01:59:03.12
004,12-May-2013,02:02:03.35
008,12-May-2013,02:08:03.54
007,12-May-2013,02:09:03.56
011,12-May-2013,02:09:04.19
006,12-May-2013,02:09:05.35
018,12-May-2013,02:09:07.35
017,12-May-2013,02:12:03.21
012,12-May-2013,02:12:04.22
022,12-May-2013,02:14:03.15
020,12-May-2013,02:15:03.16
021,12-May-2013,02:17:03.17
023,12-May-2013,02:17:05.43
005,12-May-2013,02:17:09.53
019,12-May-2013,02:18:03.54
016,12-May-2013,02:19:03.43
015,12-May-2013,02:22:03.32
014,12-May-2013,02:23:03.31
003,12-May-2013,02:25:03.12
001,26-May-2013,01:30:03.22
002,26-May-2013,01:42:03.34
010,26-May-2013,01:51:03.23
009,26-May-2013,01:59:03.12
004,26-May-2013,02:02:03.35
008,26-May-2013,02:08:03.54
007,26-May-2013,02:09:03.56
011,26-May-2013,02:09:04.19
006,26-May-2013,02:09:05.35
018,26-May-2013,02:09:07.35
017,26-May-2013,02:12:03.21
012,26-May-2013,02:12:04.22
022,26-May-2013,02:14:03.15
020,26-May-2013,02:15:03.16
021,26-May-2013,02:17:03.17
023,26-May-2013,02:17:05.43
005,26-May-2013,02:17:09.53
019,26-May-2013,02:18:03.54
016,26-May-2013,02:19:03.43
015,26-May-2013,02:22:03.32
014,26-May-2013,02:23:03.31
003,26-May-2013,02:25:03.12
001,09-Jun-2013,01:30:03.22
002,09-Jun-2013,01:42:03.34
010,09-Jun-2013,01:51:03.23
009,09-Jun-2013,01:59:03.12
004,09-Jun-2013,02:02:03.35
008,09-Jun-2013,02:08:03.54
007,09-Jun-2013,02:09:03.56
011,09-Jun-2013,02:09:04.19
006,09-Jun-2013,02:09:05.35
018,09-Jun-2013,02:09:07.35
017,09-Jun-2013,02:12:03.21
012,09-Jun-2013,02:12:04.22
022,09-Jun-2013,02:14:03.15
020,09-Jun-2013,02:15:03.16
021,09-Jun-2013,02:17:03.17
023,09-Jun-2013,02:17:05.43
005,09-Jun-2013,02:17:09.53
019,09-Jun-2013,02:18:03.54
016,09-Jun-2013,02:19:03.43
015,09-Jun-2013,02:22:03.32
014,09-Jun-2013,02:23:03.31
003,09-Jun-2013,02:25:03.12
001,30-Jun-2013,01:30:03.22
002,30-Jun-2013,01:42:03.34
010,30-Jun-2013,01:51:03.23
009,30-Jun-2013,01:59:03.12
004,30-Jun-2013,02:02:03.35
008,30-Jun-2013,02:08:03.54
007,30-Jun-2013,02:09:03.56
011,30-Jun-2013,02:09:04.19
006,30-Jun-2013,02:09:05.35
018,30-Jun-2013,02:09:07.35
017,30-Jun-2013,02:12:03.21
012,30-Jun-2013,02:12:04.22
022,30-Jun-2013,02:14:03.15
020,30-Jun-2013,02:15:03.16
021,30-Jun-2013,02:17:03.17
023,30-Jun-2013,02:17:05.43
005,30-Jun-2013,02:17:09.53
019,30-Jun-2013,02:18:03.54
016,30-Jun-2013,02:19:03.43
015,30-Jun-2013,02:22:03.32
014,30-Jun-2013,02:23:03.31
003,30-Jun-2013,02:25:03.12
001,07-Jul-2013,01:30:03.22
002,07-Jul-2013,01:42:03.34
010,07-Jul-2013,01:51:03.23
009,07-Jul-2013,01:59:03.12
004,07-Jul-2013,02:02:03.35
008,07-Jul-2013,02:08:03.54
007,07-Jul-2013,02:09:03.56
011,07-Jul-2013,02:09:04.19
006,07-Jul-2013,02:09:05.35
018,07-Jul-2013,02:09:07.35
017,07-Jul-2013,02:12:03.21
012,07-Jul-2013,02:12:04.22
022,07-Jul-2013,02:14:03.15
020,07-Jul-2013,02:15:03.16
021,07-Jul-2013,02:17:03.17
023,07-Jul-2013,02:17:05.43
005,07-Jul-2013,02:17:09.53
019,07-Jul-2013,02:18:03.54
016,07-Jul-2013,02:19:03.43
015,07-Jul-2013,02:22:03.32
014,07-Jul-2013,02:23:03.31
003,07-Jul-2013,02:25:03.12
001,28-Jul-2013,01:30:03.22
002,28-Jul-2013,01:42:03.34
010,28-Jul-2013,01:51:03.23
009,28-Jul-2013,01:59:03.12
004,28-Jul-2013,02:02:03.35
008,28-Jul-2013,02:08:03.54
007,28-Jul-2013,02:09:03.56
011,28-Jul-2013,02:09:04.19
006,28-Jul-2013,02:09:05.35
018,28-Jul-2013,02:09:07.35
017,28-Jul-2013,02:12:03.21
012,28-Jul-2013,02:12:04.22
022,28-Jul-2013,02:14:03.15
020,28-Jul-2013,02:15:03.16
021,28-Jul-2013,02:17:03.17
023,28-Jul-2013,02:17:05.43
005,28-Jul-2013,02:17:09.53
019,28-Jul-2013,02:18:03.54
016,28-Jul-2013,02:19:03.43
015,28-Jul-2013,02:22:03.32
014,28-Jul-2013,02:23:03.31
003,28-Jul-2013,02:25:03.12
001,25-Aug-2013,01:30:03.22
002,25-Aug-2013,01:42:03.34
010,25-Aug-2013,01:51:03.23
009,25-Aug-2013,01:59:03.12
004,25-Aug-2013,02:02:03.35
008,25-Aug-2013,02:08:03.54
007,25-Aug-2013,02:09:03.56
011,25-Aug-2013,02:09:04.19
006,25-Aug-2013,02:09:05.35
018,25-Aug-2013,02:09:07.35
017,25-Aug-2013,02:12:03.21
012,25-Aug-2013,02:12:04.22
022,25-Aug-2013,02:14:03.15
020,25-Aug-2013,02:15:03.16
021,25-Aug-2013,02:17:03.17
023,25-Aug-2013,02:17:05.43
005,25-Aug-2013,02:17:09.53
019,25-Aug-2013,02:18:03.54
016,25-Aug-2013,02:19:03.43
015,25-Aug-2013,02:22:03.32
014,25-Aug-2013,02:23:03.31
003,25-Aug-2013,02:25:03.12
001,08-Sep-2013,01:30:03.22
002,08-Sep-2013,01:42:03.34
010,08-Sep-2013,01:51:03.23
009,08-Sep-2013,01:59:03.12
004,08-Sep-2013,02:02:03.35
008,08-Sep-2013,02:08:03.54
007,08-Sep-2013,02:09:03.56
011,08-Sep-2013,02:09:04.19
006,08-Sep-2013,02:09:05.35
018,08-Sep-2013,02:09:07.35
017,08-Sep-2013,02:12:03.21
012,08-Sep-2013,02:12:04.22
022,08-Sep-2013,02:14:03.15
020,08-Sep-2013,02:15:03.16
021,08-Sep-2013,02:17:03.17
023,08-Sep-2013,02:17:05.43
005,08-Sep-2013,02:17:09.53
019,08-Sep-2013,02:18:03.54
016,08-Sep-2013,02:19:03.43
015,08-Sep-2013,02:22:03.32
014,08-Sep-2013,02:23:03.31
003,08-Sep-2013,02:25:03.12
001,22-Sep-2013,01:30:03.22
002,22-Sep-2013,01:42:03.34
010,22-Sep-2013,01:51:03.23
009,22-Sep-2013,01:59:03.12
004,22-Sep-2013,02:02:03.35
008,22-Sep-2013,02:08:03.54
007,22-Sep-2013,02:09:03.56
011,22-Sep-2013,02:09:04.19
006,22-Sep-2013,02:09:05.35
018,22-Sep-2013,02:09:07.35
017,22-Sep-2013,02:12:03.21
012,22-Sep-2013,02:12:04.22
022,22-Sep-2013,02:14:03.15
020,22-Sep-2013,02:15:03.16
021,22-Sep-2013,02:17:03.17
023,22-Sep-2013,02:17:05.43
005,22-Sep-2013,02:17:09.53
019,22-Sep-2013,02:18:03.54
016,22-Sep-2013,02:19:03.43
015,22-Sep-2013,02:22:03.32
014,22-Sep-2013,02:23:03.31
003,22-Sep-2013,02:25:03.12
001,06-Oct-2013,01:30:03.22
002,06-Oct-2013,01:42:03.34
010,06-Oct-2013,01:51:03.23
009,06-Oct-2013,01:59:03.12
004,06-Oct-2013,02:02:03.35
008,06-Oct-2013,02:08:03.54
007,06-Oct-2013,02:09:03.56
011,06-Oct-2013,02:09:04.19
006,06-Oct-2013,02:09:05.35
018,06-Oct-2013,02:09:07.35
017,06-Oct-2013,02:12:03.21
012,06-Oct-2013,02:12:04.22
022,06-Oct-2013,02:14:03.15
020,06-Oct-2013,02:15:03.16
021,06-Oct-2013,02:17:03.17
023,06-Oct-2013,02:17:05.43
005,06-Oct-2013,02:17:09.53
019,06-Oct-2013,02:18:03.54
016,06-Oct-2013,02:19:03.43
015,06-Oct-2013,02:22:03.32
014,06-Oct-2013,02:23:03.31
003,06-Oct-2013,02:25:03.12
001,13-Oct-2013,01:30:03.22
002,13-Oct-2013,01:42:03.34
010,13-Oct-2013,01:51:03.23
009,13-Oct-2013,01:59:03.12
004,13-Oct-2013,02:02:03.35
008,13-Oct-2013,02:08:03.54
007,13-Oct-2013,02:09:03.56
011,13-Oct-2013,02:09:04.19
006,13-Oct-2013,02:09:05.35
018,13-Oct-2013,02:09:07.35
017,13-Oct-2013,02:12:03.21
012,13-Oct-2013,02:12:04.22
022,13-Oct-2013,02:14:03.15
020,13-Oct-2013,02:15:03.16
021,13-Oct-2013,02:17:03.17
023,13-Oct-2013,02:17:05.43
005,13-Oct-2013,02:17:09.53
019,13-Oct-2013,02:18:03.54
016,13-Oct-2013,02:19:03.43
015,13-Oct-2013,02:22:03.32
014,13-Oct-2013,02:23:03.31
003,13-Oct-2013,02:25:03.12
001,27-Oct-2013,01:30:03.22
002,27-Oct-2013,01:42:03.34
010,27-Oct-2013,01:51:03.23
009,27-Oct-2013,01:59:03.12
004,27-Oct-2013,02:02:03.35
008,27-Oct-2013,02:08:03.54
007,27-Oct-2013,02:09:03.56
011,27-Oct-2013,02:09:04.19
006,27-Oct-2013,02:09:05.35
018,27-Oct-2013,02:09:07.35
017,27-Oct-2013,02:12:03.21
012,27-Oct-2013,02:12:04.22
022,27-Oct-2013,02:14:03.15
020,27-Oct-2013,02:15:03.16
021,27-Oct-2013,02:17:03.17
023,27-Oct-2013,02:17:05.43
005,27-Oct-2013,02:17:09.53
019,27-Oct-2013,02:18:03.54
016,27-Oct-2013,02:19:03.43
015,27-Oct-2013,02:22:03.32
014,27-Oct-2013,02:23:03.31
003,27-Oct-2013,02:25:03.12
001,03-Nov-2013,01:30:03.22
002,03-Nov-2013,01:42:03.34
010,03-Nov-2013,01:51:03.23
009,03-Nov-2013,01:59:03.12
004,03-Nov-2013,02:02:03.35
008,03-Nov-2013,02:08:03.54
007,03-Nov-2013,02:09:03.56
011,03-Nov-2013,02:09:04.19
006,03-Nov-2013,02:09:05.35
018,03-Nov-2013,02:09:07.35
017,03-Nov-2013,02:12:03.21
012,03-Nov-2013,02:12:04.22
022,03-Nov-2013,02:14:03.15
020,03-Nov-2013,02:15:03.16
021,03-Nov-2013,02:17:03.17
023,03-Nov-2013,02:17:05.43
005,03-Nov-2013,02:17:09.53
019,03-Nov-2013,02:18:03.54
016,03-Nov-2013,02:19:03.43
015,03-Nov-2013,02:22:03.32
014,03-Nov-2013,02:23:03.31
003,03-Nov-2013,02:25:03.12
001,17-Nov-2013,01:30:03.22
002,17-Nov-2013,01:42:03.34
010,17-Nov-2013,01:51:03.23
009,17-Nov-2013,01:59:03.12
004,17-Nov-2013,02:02:03.35
008,17-Nov-2013,02:08:03.54
007,17-Nov-2013,02:09:03.56
011,17-Nov-2013,02:09:04.19
006,17-Nov-2013,02:09:05.35
018,17-Nov-2013,02:09:07.35
017,17-Nov-2013,02:12:03.21
012,17-Nov-2013,02:12:04.22
022,17-Nov-2013,02:14:03.15
020,17-Nov-2013,02:15:03.16
021,17-Nov-2013,02:17:03.17
023,17-Nov-2013,02:17:05.43
005,17-Nov-2013,02:17:09.53
019,17-Nov-2013,02:18:03.54
016,17-Nov-2013,02:19:03.43
015,17-Nov-2013,02:22:03.32
014,17-Nov-2013,02:23:03.31
003,17-Nov-2013,02:25:03.12
001,24-Nov-2013,01:30:03.22
002,24-Nov-2013,01:42:03.34
010,24-Nov-2013,01:51:03.23
009,24-Nov-2013,01:59:03.12
004,24-Nov-2013,02:02:03.35
008,24-Nov-2013,02:08:03.54
007,24-Nov-2013,02:09:03.56
011,24-Nov-2013,02:09:04.19
006,24-Nov-2013,02:09:05.35
018,24-Nov-2013,02:09:07.35
017,24-Nov-2013,02:12:03.21
012,24-Nov-2013,02:12:04.22
022,24-Nov-2013,02:14:03.15
020,24-Nov-2013,02:15:03.16
021,24-Nov-2013,02:17:03.17
023,24-Nov-2013,02:17:05.43
005,24-Nov-2013,02:17:09.53
019,24-Nov-2013,02:18:03.54
016,24-Nov-2013,02:19:03.43
015,24-Nov-2013,02:22:03.32
014,24-Nov-2013,02:23:03.31
003,24-Nov-2013,02:25:03.12
